ts,eventId,Transform
2024-10-21T18:01:51.3159002Z,0,"{""position"":{""x"":65.91986,""y"":21.9637928,""z"":36.3146935},""rotation"":{""x"":0.0,""y"":0.382683337,""z"":0.0,""w"":0.9238796},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T18:01:56.0171511Z,1,"{""position"":{""x"":61.2286034,""y"":22.1246967,""z"":28.42135},""rotation"":{""x"":0.0,""y"":-0.9238796,""z"":0.0,""w"":0.382683456},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
